1366486

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.54
2                       5.50
4                       5.62
8                       4.71
16                      5.70
32                     13.86
64                      5.70
128                    34.09
256                    29.87
512                    23.40
1024                   13.36
2048                   10.53
4096                   15.47
8192                   20.39
16384                  23.21
32768                  35.39
65536                  62.44
131072                120.08
262144                265.44
