1368777

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.68
2                      10.08
4                       6.70
8                       8.96
16                      9.89
32                      6.57
64                     10.82
128                    24.46
256                    24.43
512                    31.55
1024                   25.95
2048                   14.06
4096                   22.07
8192                   21.35
16384                  24.06
32768                  37.28
65536                 116.93
131072                179.37
262144                345.42
