1368331

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.37
2                       4.73
4                       9.30
8                       6.02
16                     21.75
32                     10.09
64                     10.92
128                     8.08
256                     8.19
512                    13.33
1024                   20.25
2048                   10.52
4096                   17.53
8192                   17.80
16384                  23.90
32768                  37.15
65536                  88.92
131072                136.18
262144                278.53
