1366617

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.03
2                       5.00
4                       7.68
8                       7.72
16                     13.32
32                      6.97
64                      6.06
128                    12.87
256                    11.32
512                     9.93
1024                   11.96
2048                   18.90
4096                   15.66
8192                   18.16
16384                  25.10
32768                  37.58
65536                  70.01
131072                128.94
262144                252.05
