1367305

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.79
2                       8.10
4                      15.21
8                      11.81
16                      5.64
32                     14.06
64                      8.46
128                     8.17
256                     9.77
512                     9.08
1024                    9.71
2048                   10.07
4096                   19.21
8192                   16.98
16384                  23.49
32768                  36.11
65536                  60.02
131072                108.04
262144                253.00
