1368665

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.58
2                      22.00
4                      17.33
8                       6.78
16                      7.96
32                      8.34
64                     38.35
128                    10.04
256                    23.49
512                    15.32
1024                    8.65
2048                   22.01
4096                   12.36
8192                   21.10
16384                  26.61
32768                  58.82
65536                  66.59
131072                113.96
262144                323.27
