1366367

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.54
2                       5.48
4                       7.03
8                       4.46
16                      9.14
32                      6.12
64                      8.85
128                     8.34
256                    10.75
512                    11.02
1024                    9.21
2048                   10.14
4096                   12.60
8192                   20.95
16384                  24.67
32768                  46.02
65536                  62.43
131072                109.17
262144                259.71
