1367755

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.15
2                      14.07
4                      12.37
8                       7.89
16                     24.60
32                     16.35
64                      7.33
128                    17.98
256                     9.76
512                     8.27
1024                    9.31
2048                   11.79
4096                   19.24
8192                   25.49
16384                  23.57
32768                  40.00
65536                  60.13
131072                114.23
262144                258.82
