1367529

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.95
2                       9.10
4                      16.45
8                       8.70
16                      7.71
32                     11.50
64                     13.46
128                    17.37
256                    27.72
512                    11.95
1024                    8.47
2048                   12.32
4096                   12.96
8192                   16.98
16384                  23.17
32768                  36.57
65536                  60.51
131072                108.50
262144                264.23
