1367982

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.62
2                       5.71
4                       4.81
8                       5.12
16                      9.10
32                      8.54
64                      8.90
128                     7.80
256                    12.31
512                     7.98
1024                   10.04
2048                    9.20
4096                   17.66
8192                   16.83
16384                  23.39
32768                  36.24
65536                  59.57
131072                107.59
262144                320.74
