1367074

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.11
2                       5.15
4                       4.77
8                       6.93
16                      7.86
32                      5.88
64                      5.81
128                    17.98
256                     8.81
512                     8.11
1024                    8.43
2048                   11.89
4096                   16.90
8192                   17.09
16384                  24.85
32768                  52.31
65536                  79.93
131072                110.10
262144                282.72
