1368443

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.08
2                      23.68
4                      10.05
8                       5.90
16                      6.45
32                      7.49
64                     14.94
128                    20.21
256                    14.92
512                     8.10
1024                   12.41
2048                   13.00
4096                   12.76
8192                   18.68
16384                  23.24
32768                  36.03
65536                  60.25
131072                140.52
262144                299.72
