1367869

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.46
2                       9.14
4                       4.81
8                       5.04
16                      8.71
32                      6.61
64                      9.78
128                     9.52
256                    16.67
512                    26.05
1024                   18.83
2048                   25.21
4096                   20.18
8192                   25.74
16384                  33.09
32768                  37.77
65536                  59.17
131072                111.74
262144                259.93
