1368886

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.74
2                      37.49
4                       8.85
8                       5.59
16                     43.23
32                     23.50
64                      6.01
128                    21.96
256                    17.65
512                    12.93
1024                   19.57
2048                    9.51
4096                   18.59
8192                   26.37
16384                  62.43
32768                  41.37
65536                  64.96
131072                111.14
262144                262.83
