1368996

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      18.40
2                       9.57
4                       9.32
8                      10.42
16                     17.75
32                      9.15
64                     11.44
128                    10.76
256                    14.21
512                    13.93
1024                   12.04
2048                   11.14
4096                   29.09
8192                   28.15
16384                  25.23
32768                  57.15
65536                  64.03
131072                111.36
262144                282.89
