1367420

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.75
2                       8.09
4                       7.00
8                       9.48
16                      5.88
32                     23.29
64                     14.74
128                    20.74
256                    13.29
512                     8.46
1024                   11.89
2048                    9.16
4096                   12.60
8192                   19.46
16384                  24.31
32768                  39.86
65536                  70.61
131072                108.77
262144                313.93
