1369110

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.12
2                       7.53
4                      12.40
8                       6.26
16                     10.73
32                     15.02
64                     15.89
128                    10.95
256                     9.51
512                    14.03
1024                   11.68
2048                   10.45
4096                   18.89
8192                   49.90
16384                  25.29
32768                  38.63
65536                  61.55
131072                136.13
262144                276.58
