1367643

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.00
2                       4.78
4                       5.11
8                       8.65
16                      5.38
32                     10.90
64                      5.47
128                     7.90
256                    12.85
512                    24.06
1024                   11.14
2048                   11.47
4096                   15.70
8192                   19.84
16384                  23.00
32768                  36.13
65536                  59.93
131072                111.02
262144                258.02
