1406530

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.60
2                      19.94
4                      18.28
8                      20.90
16                     19.96
32                     28.01
64                     23.11
128                    27.74
256                    22.52
512                    24.87
1024                   29.56
2048                   30.42
4096                   40.34
8192                  191.58
16384                  67.34
32768                 165.98
65536                 205.51
131072                381.30
262144               3469.89
