1398215

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.29
2                      18.68
4                      19.80
8                      15.19
16                     31.15
32                     18.70
64                     23.02
128                    24.01
256                    28.99
512                    27.53
1024                   26.55
2048                   31.23
4096                   39.53
8192                  181.72
16384                 102.72
32768                 129.73
65536                 205.88
131072                383.32
262144               3674.68
