1386617

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.66
2                      15.72
4                      24.81
8                      28.19
16                     28.31
32                     24.61
64                     24.82
128                    22.20
256                    22.86
512                    27.33
1024                   30.27
2048                   33.24
4096                   36.21
8192                  205.84
16384                  81.78
32768                 124.47
65536                 203.57
131072                389.33
262144               3323.79
