1381625

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.60
2                      20.40
4                      19.18
8                      18.07
16                     60.85
32                     45.04
64                     29.11
128                    25.97
256                    26.06
512                    21.67
1024                   22.49
2048                   25.18
4096                   35.28
8192                  223.75
16384                 140.33
32768                 162.50
65536                 210.17
131072                413.63
262144               3930.49
