1384951

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.12
2                      20.13
4                      26.07
8                      18.80
16                     23.10
32                     21.89
64                     32.22
128                    29.22
256                    27.54
512                    31.32
1024                   25.05
2048                   24.90
4096                   53.65
8192                  229.59
16384                 124.17
32768                 118.57
65536                 209.21
131072                375.89
262144               3877.62
