1376662

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.51
2                      25.53
4                      24.79
8                      17.70
16                     22.76
32                     25.12
64                     28.87
128                    29.67
256                    22.04
512                    25.50
1024                   25.17
2048                   31.95
4096                   35.00
8192                  191.39
16384                  74.03
32768                 145.35
65536                 222.99
131072                386.33
262144               3871.47
