1394913

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.76
2                      20.87
4                      17.32
8                      18.33
16                     18.53
32                     19.00
64                     19.77
128                    25.64
256                    26.46
512                    33.22
1024                   25.39
2048                   40.75
4096                   42.10
8192                  157.49
16384                  66.45
32768                 121.75
65536                 206.22
131072                367.39
262144               4174.18
