1389938

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.80
2                      31.85
4                      25.09
8                      28.57
16                     21.38
32                     26.57
64                     29.67
128                    29.67
256                    22.27
512                    30.08
1024                   27.23
2048                   27.49
4096                   40.97
8192                  173.92
16384                  77.35
32768                 121.20
65536                 248.88
131072                390.45
262144               3424.40
