1375004

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.83
2                      29.28
4                      17.50
8                      23.77
16                     20.74
32                     32.48
64                     22.57
128                    29.93
256                    41.44
512                    32.83
1024                   28.55
2048                   34.14
4096                   43.56
8192                  187.03
16384                  66.56
32768                 121.97
65536                 213.87
131072                400.70
262144               3924.69
