1404856

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.62
2                      21.06
4                      22.32
8                      24.33
16                     27.38
32                     26.95
64                     25.05
128                    25.07
256                    30.24
512                    28.62
1024                   25.80
2048                   33.80
4096                   38.54
8192                  179.10
16384                  65.86
32768                 115.47
65536                 219.54
131072                390.24
262144               3456.26
