1409939

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      29.75
2                      29.62
4                      22.40
8                      15.69
16                     22.48
32                     27.17
64                     28.41
128                    29.26
256                    30.73
512                    24.51
1024                   29.59
2048                   33.34
4096                   38.30
8192                  185.17
16384                  65.78
32768                 120.43
65536                 202.65
131072                414.18
262144               3772.05
