1401542

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      38.15
2                      23.54
4                      46.41
8                      38.76
16                     57.76
32                     47.58
64                     27.58
128                    30.57
256                    33.71
512                    33.93
1024                   34.88
2048                   49.91
4096                   54.57
8192                  170.84
16384                  70.53
32768                 118.62
65536                 207.91
131072                374.82
262144               4101.65
