1411688

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.94
2                      22.22
4                      24.78
8                      15.43
16                     22.09
32                     28.45
64                     19.18
128                    29.89
256                    27.29
512                    26.87
1024                   22.33
2048                   39.49
4096                   48.42
8192                  164.26
16384                  71.82
32768                 115.77
65536                 214.17
131072                392.58
262144               3443.55
