1373324

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.53
2                      30.56
4                      23.68
8                      19.43
16                     22.90
32                     27.98
64                     24.33
128                    20.43
256                    31.86
512                    31.24
1024                   26.84
2048                   28.92
4096                   45.54
8192                  178.96
16384                  88.50
32768                 118.04
65536                 208.95
131072                386.37
262144               4218.83
