1413346

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      34.58
2                      35.11
4                      29.67
8                      37.05
16                     32.70
32                     31.88
64                     34.05
128                    29.18
256                    30.21
512                    27.60
1024                   29.34
2048                   45.88
4096                   41.24
8192                  157.94
16384                  70.88
32768                 127.51
65536                 203.93
131072                378.84
262144               3840.01
