1408284

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      18.49
2                      18.31
4                      23.94
8                      23.22
16                     27.73
32                     22.89
64                     22.39
128                    23.78
256                    26.67
512                    35.57
1024                   25.25
2048                   27.57
4096                   37.53
8192                  168.96
16384                  71.66
32768                 115.72
65536                 207.66
131072                387.84
262144               4330.82
