1383298

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      40.43
2                      30.12
4                      28.11
8                      27.91
16                     25.06
32                     19.25
64                     30.73
128                    23.48
256                    30.55
512                    28.81
1024                   34.38
2048                   34.03
4096                   57.21
8192                  186.07
16384                  69.78
32768                 121.07
65536                 207.13
131072                403.96
262144               3594.00
