1393253

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     153.50
2                     110.46
4                      76.75
8                     123.51
16                    110.85
32                     99.40
64                    109.80
128                    97.36
256                    40.37
512                    75.73
1024                  129.96
2048                  103.66
4096                  113.34
8192                  378.47
16384                 143.94
32768                 188.63
65536                 264.33
131072                423.89
262144               3848.86
