1396566

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      43.32
2                      24.54
4                      38.57
8                      30.06
16                     18.10
32                     26.83
64                     20.57
128                    25.23
256                    23.41
512                    27.62
1024                   24.48
2048                   30.73
4096                   34.75
8192                  166.78
16384                  65.83
32768                 120.92
65536                 219.26
131072                390.24
262144               3755.22
