1399886

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.16
2                      22.72
4                      16.23
8                      19.25
16                     21.46
32                     19.82
64                     19.28
128                    22.25
256                    22.81
512                    25.22
1024                   23.91
2048                   32.46
4096                   46.69
8192                  167.40
16384                  66.40
32768                 119.57
65536                 225.37
131072                373.28
262144               3464.30
