1403201

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.34
2                      23.34
4                      35.58
8                      44.08
16                     64.12
32                     58.12
64                     27.88
128                    25.64
256                    23.60
512                    25.16
1024                   26.86
2048                   28.77
4096                   36.00
8192                  192.85
16384                  80.32
32768                 135.53
65536                 230.40
131072                425.17
262144               3611.23
