
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.35             19.67             18.15             90.75
2                      11.03              8.35              7.50             64.23
4                      10.95              8.73              7.87             71.76
8                      10.60              8.12              7.32             66.17
16                     10.85              8.12              7.33             62.74
32                     10.76              8.28              7.46             66.80
64                     10.66              8.26              7.45             67.75
128                    11.81              9.12              8.24             67.44
256                    19.57             12.53             11.46             38.61
512                    19.68             12.70             11.60             39.80
1024                   19.98             12.96             11.87             40.85
2048                   20.73             13.53             12.38             41.84
4096                   21.22             14.02             12.84             43.97
8192                   23.02             15.37             14.11             45.82
16384                  26.87             18.26             16.83             48.82
32768                  55.20             39.60             36.84             57.66
65536                  77.41             57.31             53.46             62.40
131072                126.89             96.21             89.97             65.90
262144                225.58            173.58            162.58             68.01
