
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      25.96             23.17             21.43             86.99
2                      11.03              8.36              7.51             64.37
4                      10.99              8.73              7.87             71.32
8                      10.55              8.14              7.33             67.12
16                     10.81              8.27              7.43             65.82
32                     10.70              8.13              7.33             64.95
64                     10.66              8.21              7.39             66.94
128                    11.85              9.13              8.25             66.95
256                    19.59             12.57             11.49             38.83
512                    19.78             12.84             11.74             40.84
1024                   19.98             13.07             11.95             42.11
2048                   20.87             13.60             12.44             41.57
4096                   21.42             14.15             12.98             43.96
8192                   23.04             15.36             14.11             45.59
16384                  26.96             18.46             17.01             50.05
32768                  55.57             39.99             37.04             57.94
65536                  77.45             57.05             53.22             61.65
131072                126.85             96.13             89.91             65.84
262144                224.74            172.17            161.26             67.40
