
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      24.86             22.09             20.41             86.43
2                      11.41              8.40              7.52             59.88
4                      10.95              8.69              7.84             71.16
8                      10.64              8.18              7.35             66.54
16                     10.84              8.34              7.50             66.55
32                     10.75              8.20              7.37             65.44
64                     10.67              8.20              7.37             66.47
128                    11.86              9.13              8.25             67.00
256                    19.61             12.62             11.54             39.40
512                    19.92             12.73             11.63             38.24
1024                   19.99             13.02             11.92             41.46
2048                   20.82             13.58             12.43             41.76
4096                   21.35             14.03             12.85             43.06
8192                   23.11             15.57             14.30             47.26
16384                  26.92             18.40             16.95             49.71
32768                  55.21             39.71             36.95             58.07
65536                  77.57             57.41             53.56             62.36
131072                128.34             96.42             90.02             64.54
262144                223.69            172.26            161.34             68.12
