
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.10             19.44             17.93             90.75
2                      10.96              8.36              7.51             65.40
4                      10.91              8.73              7.87             72.40
8                      10.54              8.16              7.35             67.66
16                     10.73              8.23              7.41             66.30
32                     10.80              8.15              7.34             63.90
64                     10.58              8.11              7.32             66.37
128                    11.79              9.09              8.20             67.07
256                    19.66             12.69             11.59             39.85
512                    19.77             12.74             11.63             39.56
1024                   20.50             13.37             12.22             41.71
2048                   20.80             13.69             12.53             43.26
4096                   21.16             13.99             12.81             43.97
8192                   23.16             15.40             14.15             45.12
16384                  26.88             18.45             17.00             50.43
32768                  55.17             39.62             36.86             57.81
65536                  77.49             57.35             53.49             62.35
131072                127.03             96.46             90.21             66.11
262144                224.30            172.44            161.51             67.89
