
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      23.93             19.13             17.56             72.65
2                      11.24              8.43              7.59             62.96
4                      11.04              8.88              8.01             73.04
8                      10.74              8.29              7.46             67.09
16                     10.90              8.21              7.38             63.44
32                     10.83              8.24              7.40             64.99
64                     10.77              8.29              7.44             66.72
128                    11.89              9.13              8.24             66.50
256                    19.59             12.57             11.49             38.94
512                    19.77             12.74             11.64             39.60
1024                   20.01             13.16             12.05             43.15
2048                   20.81             13.71             12.56             43.49
4096                   21.36             14.06             12.90             43.39
8192                   23.31             15.52             14.24             45.30
16384                  26.98             18.46             17.01             49.96
32768                  56.52             40.19             37.41             56.33
65536                  77.68             57.50             53.61             62.36
131072                127.30             96.61             90.35             66.04
262144                224.57            172.05            161.13             67.40
