
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.94             20.33             18.77             91.44
2                      11.03              8.34              7.50             64.15
4                      10.93              8.76              7.89             72.44
8                      10.70              8.15              7.34             65.33
16                     10.78              8.20              7.37             65.09
32                     10.67              8.12              7.33             65.21
64                     10.66              8.18              7.36             66.24
128                    11.80              9.12              8.22             67.39
256                    19.77             12.62             11.53             38.06
512                    19.90             12.83             11.73             39.68
1024                   19.99             13.01             11.90             41.29
2048                   20.71             13.53             12.39             42.07
4096                   21.20             13.93             12.74             42.94
8192                   23.05             15.46             14.20             46.50
16384                  27.10             18.22             16.80             47.10
32768                  56.17             40.56             37.77             58.67
65536                  77.43             57.39             53.53             62.55
131072                127.00             96.28             90.04             65.89
262144                224.95            173.47            162.50             68.32
