
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.49             17.12             15.75             84.90
2                      11.00              8.42              7.59             65.91
4                      11.00              8.74              7.87             71.30
8                      10.60              8.19              7.36             67.20
16                     10.68              8.13              7.34             65.31
32                     10.60              8.12              7.33             66.21
64                     10.53              8.21              7.37             68.53
128                    11.95              9.06              8.18             64.76
256                    19.57             12.65             11.57             40.13
512                    19.78             12.86             11.74             41.03
1024                   20.09             12.96             11.86             39.90
2048                   20.77             13.69             12.55             43.59
4096                   21.23             13.97             12.78             43.24
8192                   23.25             15.46             14.21             45.25
16384                  26.93             18.78             17.30             52.89
32768                  56.62             40.56             37.75             57.46
65536                  77.58             57.37             53.54             62.25
131072                126.93             96.81             90.54             66.73
262144                224.38            172.44            161.53             67.85
