
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.96             18.92             17.44             88.28
2                      10.99              8.35              7.51             64.88
4                      11.04              8.78              7.94             71.57
8                      10.65              8.14              7.34             65.79
16                     10.89              8.34              7.50             66.02
32                     10.80              8.38              7.56             68.01
64                     10.67              8.32              7.48             68.52
128                    11.86              9.12              8.23             66.71
256                    19.62             12.56             11.48             38.49
512                    19.74             12.75             11.64             39.94
1024                   20.00             13.06             11.97             42.02
2048                   20.73             13.50             12.36             41.46
4096                   21.18             14.06             12.89             44.74
8192                   23.05             15.41             14.15             45.95
16384                  26.90             18.45             17.01             50.30
32768                  55.62             39.97             37.17             57.91
65536                  77.48             57.37             53.53             62.44
131072                136.23             98.94             92.55             59.71
262144                224.28            172.56            161.54             67.98
