
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.49             18.20             16.70             86.30
2                      11.45              8.55              7.69             62.28
4                      10.90              8.72              7.86             72.29
8                      10.76              8.28              7.44             66.70
16                     10.87              8.31              7.45             65.65
32                     10.84              8.22              7.38             64.50
64                     10.60              8.25              7.40             68.18
128                    11.82              9.03              8.14             65.66
256                    19.69             12.55             11.47             37.69
512                    19.77             12.78             11.67             40.13
1024                   20.53             13.15             12.05             38.74
2048                   20.75             13.51             12.38             41.52
4096                   21.58             13.97             12.79             40.50
8192                   23.23             15.55             14.26             46.15
16384                  26.92             18.37             16.92             49.43
32768                  55.51             39.66             36.91             57.05
65536                  78.06             57.60             53.69             61.90
131072                127.04             96.40             90.14             66.01
262144                223.96            172.44            161.47             68.10
