
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.04             17.40             16.01             89.78
2                      11.08              8.37              7.50             63.85
4                      10.88              8.71              7.86             72.37
8                      10.58              8.15              7.37             66.93
16                     10.83              8.28              7.46             65.90
32                     11.48              8.18              7.36             55.08
64                     10.51              8.15              7.35             67.92
128                    11.92              9.27              8.35             68.27
256                    19.64             12.62             11.53             39.08
512                    19.90             12.71             11.61             38.07
1024                   20.11             13.06             11.95             41.00
2048                   20.78             13.60             12.45             42.25
4096                   21.22             13.95             12.76             43.00
8192                   23.04             15.42             14.14             46.07
16384                  26.88             18.27             16.84             48.89
32768                  55.53             39.63             36.87             56.86
65536                  77.60             57.43             53.56             62.34
131072                126.81             96.21             89.99             66.00
262144                225.28            173.35            162.39             68.02
