
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.11             18.28             16.78             89.08
2                      11.02              8.45              7.62             66.19
4                      11.07              8.94              8.07             73.56
8                      10.67              8.28              7.45             67.96
16                     10.89              8.23              7.39             64.06
32                     10.75              8.24              7.40             66.10
64                     10.67              8.26              7.42             67.50
128                    11.87              9.07              8.19             65.79
256                    19.66             12.57             11.49             38.27
512                    19.82             12.74             11.64             39.15
1024                   20.02             13.02             11.90             41.24
2048                   20.87             13.54             12.39             40.87
4096                   21.26             13.99             12.80             43.19
8192                   23.17             15.56             14.30             46.79
16384                  27.02             18.44             16.96             49.46
32768                  55.33             39.64             36.87             57.44
65536                  79.20             57.87             53.99             60.50
131072                127.28             96.50             90.24             65.90
262144                223.93            172.22            161.31             67.94
