
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.13             19.45             17.93             90.61
2                      11.05              8.38              7.54             64.58
4                      10.99              8.68              7.83             70.56
8                      10.80              8.23              7.40             65.35
16                     10.89              8.24              7.39             64.11
32                     10.70              8.17              7.35             65.54
64                     10.76              8.17              7.35             64.73
128                    11.82              9.06              8.19             66.29
256                    19.69             12.59             11.51             38.25
512                    19.82             12.75             11.63             39.24
1024                   20.10             13.14             12.03             42.11
2048                   20.72             13.73             12.56             44.33
4096                   21.19             13.95             12.76             43.29
8192                   23.16             15.40             14.13             45.04
16384                  26.78             18.29             16.84             49.62
32768                  55.02             39.59             36.81             58.09
65536                  77.66             57.36             53.44             62.01
131072                126.96             96.30             89.97             65.92
262144                226.45            172.85            161.75             66.86
