
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.79             16.94             15.58             88.14
2                      11.06              8.39              7.56             64.75
4                      10.95              8.69              7.85             71.17
8                      10.51              8.17              7.36             68.13
16                     10.69              8.14              7.33             65.24
32                     10.64              8.24              7.42             67.62
64                     10.54              8.17              7.36             67.81
128                    11.80              9.05              8.16             66.36
256                    19.61             12.58             11.52             38.90
512                    19.75             12.73             11.63             39.61
1024                   19.98             13.14             12.02             43.12
2048                   20.74             13.56             12.42             42.19
4096                   21.18             14.06             12.90             44.81
8192                   23.14             15.62             14.34             47.62
16384                  26.86             18.24             16.83             48.80
32768                  55.04             39.41             36.68             57.37
65536                  77.65             57.56             53.70             62.58
131072                126.92             96.28             90.05             65.98
262144                223.94            172.30            161.38             68.00
