
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.13             15.60             14.29             82.24
2                      11.02              8.41              7.57             65.50
4                      11.00              8.74              7.89             71.31
8                      10.80              8.26              7.41             65.76
16                     10.83              8.19              7.36             64.17
32                     10.90              8.25              7.39             64.13
64                     10.73              8.22              7.39             66.10
128                    11.87              9.17              8.28             67.45
256                    19.72             12.70             11.62             39.52
512                    19.77             12.77             11.65             39.92
1024                   20.23             13.37             12.23             43.87
2048                   20.79             13.62             12.49             42.66
4096                   21.20             14.01             12.83             43.94
8192                   23.11             15.46             14.19             46.08
16384                  26.93             18.42             16.97             49.81
32768                  55.16             39.47             36.73             57.29
65536                  77.55             57.37             53.54             62.31
131072                127.24             96.47             90.18             65.88
262144                223.83            172.29            161.38             68.06
