
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      23.25             20.90             19.31             87.82
2                      10.98              8.36              7.52             65.26
4                      10.97              8.78              7.92             72.31
8                      10.81              8.16              7.35             63.95
16                     10.89              8.14              7.33             62.54
32                     10.87              8.17              7.34             63.15
64                     10.65              8.15              7.34             65.93
128                    11.82              9.03              8.14             65.70
256                    19.65             12.57             11.51             38.56
512                    19.76             12.73             11.63             39.56
1024                   19.95             12.99             11.89             41.46
2048                   20.71             13.55             12.40             42.21
4096                   21.25             14.00             12.81             43.40
8192                   23.08             15.37             14.11             45.37
16384                  26.82             18.26             16.85             49.21
32768                  55.26             39.71             36.91             57.85
65536                  77.29             57.28             53.46             62.57
131072                130.25             96.45             90.18             62.52
262144                224.46            172.86            161.91             68.13
