
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      24.72             23.12             21.36             92.50
2                      11.01              8.39              7.57             65.35
4                      10.98              8.77              7.90             72.07
8                      10.58              8.20              7.38             67.65
16                     10.82              8.28              7.45             65.82
32                     10.77              8.14              7.32             64.02
64                     10.66              8.13              7.33             65.47
128                    11.76              9.04              8.17             66.77
256                    19.86             12.78             11.67             39.39
512                    19.87             12.84             11.74             40.11
1024                   20.07             12.93             11.81             39.50
2048                   20.82             13.57             12.44             41.66
4096                   21.11             13.84             12.65             42.55
8192                   22.99             15.33             14.07             45.61
16384                  26.90             18.22             16.80             48.29
32768                  56.16             39.82             37.06             55.93
65536                  77.78             57.26             53.41             61.58
131072                126.98             96.52             90.27             66.26
262144                225.63            172.87            161.91             67.42
