793685

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.15             11.03             10.05              9.23
2                      81.69             12.46             11.40              0.00
4                      59.24             48.99             45.90             77.67
8                      35.28             17.82             16.45              0.00
16                     44.90             32.02             29.87             56.91
32                     36.72             17.04             15.71              0.00
64                     48.74             30.20             28.14             34.09
128                    54.62             30.30             28.24             13.89
256                    46.83             22.36             20.72              0.00
512                    42.55             28.85             26.89             49.07
1024                   33.19             16.62             15.33              0.00
2048                   37.91             27.00             25.12             56.58
4096                  101.01             41.30             38.64              0.00
8192                  179.03             91.14             85.72              0.00
16384                 409.49            238.97            225.36             24.33
32768                1855.66           1373.11           1296.81             62.79
65536                3212.48           2596.48           2452.53             74.88
131072               5650.27           4529.57           4278.72             73.81
262144              10575.14           7545.55           7128.04             57.50
