797605

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.98             10.99             10.01             20.14
2                      23.34             11.02             10.05              0.00
4                      80.98             10.83              9.86              0.00
8                      39.67             33.48             31.26             80.22
16                     58.69             16.78             15.49              0.00
32                     54.11             20.27             18.78              0.00
64                     46.15             24.35             22.63              3.66
128                    38.14             21.52             19.95             16.66
256                    39.58             22.43             20.81             17.58
512                    31.40             16.29             14.99              0.00
1024                   45.81             23.36             21.70              0.00
2048                   60.68             33.53             31.30             13.24
4096                   92.76             44.87             42.01              0.00
8192                  182.12             91.61             86.15              0.00
16384                 414.26            235.11            221.73             19.20
32768                1825.95           1354.33           1278.99             63.13
65536                3258.93           2622.99           2477.44             74.33
131072               5462.78           4463.35           4215.84             76.29
262144               9358.47           7375.64           6967.05             71.54
