792596

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      91.37             10.65              9.69              0.00
2                      25.06             11.09             10.10              0.00
4                      34.50             18.53             17.11              6.69
8                      23.10             16.39             15.11             55.54
16                     22.21             16.90             15.57             65.87
32                     31.65             11.63             10.62              0.00
64                     46.46             31.60             29.46             49.55
128                    41.92             13.02             11.91              0.00
256                    39.73             21.56             19.98              9.00
512                    42.64             17.28             15.95              0.00
1024                   48.57             22.32             20.72              0.00
2048                   58.35             25.67             23.87              0.00
4096                  106.22             46.22             43.29              0.00
8192                  178.44             91.35             85.91              0.00
16384                 428.53            239.75            226.09             16.50
32768                1880.85           1379.14           1302.46             61.48
65536                3156.03           2580.60           2437.51             76.39
131072               5377.89           4425.47           4180.46             77.22
262144               9061.79           7418.68           7008.26             76.55
