796510

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.88              9.63              8.73              0.00
2                      19.49             10.06              9.13              0.00
4                      98.10             11.00             10.02              0.00
8                      38.15             27.86             25.96             60.35
16                     59.72             27.00             25.13              0.00
32                     34.29             23.45             21.79             50.25
64                     34.05             20.41             18.90             27.80
128                    47.79             27.21             25.33             18.74
256                    45.38             16.97             15.66              0.00
512                    33.34             19.64             18.17             24.57
1024                   34.81             18.83             17.40              8.14
2048                   62.49             26.56             24.69              0.00
4096                   89.81             40.15             37.54              0.00
8192                  181.19             91.15             85.72              0.00
16384                 422.78            244.40            230.46             22.60
32768                1866.42           1350.33           1275.11             59.53
65536                3273.10           2602.39           2457.74             72.71
131072               5848.92           4364.62           4122.36             63.99
262144              10235.10           7424.05           7012.27             59.91
