791489

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.09             10.14              9.20             13.56
2                     110.49             11.96             10.93              0.00
4                      37.48             30.15             28.10             73.92
8                      41.54             18.89             17.46              0.00
16                     39.88             22.14             20.53             13.57
32                     41.41             14.55             13.38              0.00
64                     33.73             25.53             23.73             65.46
128                    28.71             19.90             18.41             52.11
256                    40.28             20.92             19.37              0.05
512                    46.84             21.93             20.34              0.00
1024                   35.38             19.46             17.99             11.55
2048                   39.72             29.04             27.04             60.50
4096                   95.64             41.22             38.56              0.00
8192                  186.07             92.69             87.19              0.00
16384                 411.21            240.38            226.69             24.64
32768                1671.76           1217.69           1149.86             60.51
65536                3247.76           2590.63           2446.87             73.14
131072               5383.02           4348.51           4107.51             74.81
262144               9336.86           7370.41           6962.28             71.76
