795275

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.81             10.89              9.92              0.01
2                      18.41             10.82              9.83             22.78
4                      17.13             10.71              9.74             34.03
8                      47.88             13.60             12.46              0.00
16                     41.61             11.82             10.78              0.00
32                     36.86             21.89             20.30             26.29
64                     20.85             10.62              9.66              0.00
128                    85.83             14.93             13.73              0.00
256                    52.34             29.46             27.44             16.61
512                    41.89             21.66             20.07              0.00
1024                   39.49             21.44             19.89              9.25
2048                   67.62             30.26             28.19              0.00
4096                   97.89             45.22             42.34              0.00
8192                  185.48             91.68             86.23              0.00
16384                 421.48            236.81            223.34             17.32
32768                1859.71           1384.94           1307.95             63.70
65536                3198.66           2620.06           2474.79             76.62
131072               5463.36           4462.94           4215.77             76.27
262144              10329.29           7377.09           6968.88             57.64
