787577

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      24.31              9.82              8.90              0.00
2                      35.06              8.68              7.84              0.00
4                      98.01             15.56             14.31              0.00
8                      33.36             25.02             23.25             64.15
16                     40.95              9.45              8.54              0.00
32                     31.63             26.39             24.54             78.65
64                     44.79             26.44             24.61             25.45
128                    54.60             29.47             27.46              8.46
256                    48.21             21.37             19.81              0.00
512                    46.21             21.60             20.04              0.00
1024                   37.67             32.73             30.53             83.80
2048                   51.87             25.03             23.26              0.00
4096                  101.36             44.46             41.62              0.00
8192                  171.88             92.05             86.57              7.78
16384                 422.19            239.17            225.54             18.85
32768                1829.29           1343.98           1269.26             61.76
65536                3236.61           2569.76           2427.30             72.53
131072               5386.81           4390.19           4147.07             75.97
262144               9045.33           7384.33           6975.84             76.19
