789677

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      54.99             11.28             10.29              0.00
2                      32.96             10.86              9.89              0.00
4                      46.12             19.06             17.61              0.00
8                     118.10             11.30             10.29              0.00
16                     56.18             26.84             24.97              0.00
32                     36.26             29.50             27.49             75.40
64                     31.20             19.67             18.22             36.68
128                    19.61             14.36             13.19             60.20
256                    32.40             14.61             13.43              0.00
512                    39.48             20.20             18.70              0.00
1024                   53.19             20.27             18.76              0.00
2048                   50.06             26.89             25.03              7.42
4096                   92.61             42.46             39.74              0.00
8192                  183.59             91.51             86.07              0.00
16384                 422.32            238.16            224.63             18.02
32768                1846.87           1364.59           1288.81             62.58
65536                3180.83           2562.20           2420.23             74.44
131072               5354.51           4419.12           4174.55             77.59
262144               9052.12           7360.69           6953.69             75.68
