798700

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.95             11.43             10.41              8.52
2                      17.52             10.80              9.83             31.70
4                      36.10             12.42             11.38              0.00
8                      49.89             19.36             17.91              0.00
16                     45.13             18.67             17.24              0.00
32                     35.42             17.75             16.39              0.00
64                     47.17             22.28             20.66              0.00
128                   114.55             10.21              9.26              0.00
256                    44.92             35.03             32.72             69.77
512                    29.01             20.58             19.06             55.79
1024                   41.53             26.87             24.98             41.31
2048                   50.09             25.86             24.07              0.00
4096                  100.58             43.14             40.37              0.00
8192                  179.15             93.06             87.53              1.64
16384                 416.52            232.07            218.86             15.72
32768                1822.98           1353.48           1278.18             63.27
65536                3158.56           2561.50           2419.41             75.32
131072               5504.14           4392.73           4149.23             73.21
262144               9752.15           7470.27           7056.72             67.66
